date,campaign_name,channel,region,impressions,clicks,signups,transactions,transaction_amount,campaign_cost,active_users,payment_type,customer_segment
2025-08-10,Student Recharge Promo,Email,Dhaka,16973,420,64,61,32927.16,662.91,27686,Mobile Recharge,Premium User
2025-08-11,Eid Offer,Email,Rajshahi,82388,4455,949,558,770138.85,2140.07,25014,Send Money,Existing User
2025-08-11,QR Payment Campaign,Facebook,Dhaka,133734,5635,699,674,1705332.08,9040.84,60581,Bill Pay,Premium User
2025-08-11,Cashback Offer,Push Notification,Dhaka,30697,3566,1021,999,1118642.85,1768.25,40173,QR Payment,Existing User
2025-08-11,Eid Offer,Google Ads,Mymensingh,22801,1197,200,132,219515.77,2372.04,15747,Mobile Recharge,New User
2025-08-11,Cashback Offer,Facebook,Dhaka,45362,2397,475,240,726210.01,6519.55,14778,Send Money,Premium User
2025-08-11,Eid Offer,Google Ads,Khulna,12848,578,124,64,330837.27,3084.24,18765,Mobile Recharge,Merchant
2025-08-12,Cashback Offer,Push Notification,Chattogram,91012,7677,1839,855,1774219.75,4879.38,45460,QR Payment,Merchant
2025-08-12,QR Payment Campaign,YouTube,Mymensingh,23737,145,22,13,11402.06,6116.57,5097,Bill Pay,Student
2025-08-12,Merchant Payment Promo,Push Notification,Khulna,46092,3552,1039,450,259212.39,960.36,26142,Merchant Payment,Existing User
2025-08-13,Merchant Payment Promo,Push Notification,Khulna,63985,4503,1489,1249,1176076.26,2832.97,2605,Bill Pay,Student
2025-08-13,Bill Pay Campaign,SMS,Barishal,45812,3139,729,568,1022680.03,3858.63,18573,Mobile Recharge,Merchant
2025-08-13,App Signup Bonus,Facebook,Rangpur,33644,1269,261,164,184181.49,2833.95,17988,Merchant Payment,Merchant
2025-08-13,Student Recharge Promo,YouTube,Dhaka,19491,667,53,42,35796.91,2270.2,34965,Mobile Recharge,Merchant
2025-08-13,Student Recharge Promo,SMS,Rangpur,42156,3316,1113,560,329679.61,3010.07,4103,QR Payment,New User
2025-08-13,Eid Offer,Facebook,Dhaka,82215,7077,2038,1692,1741436.41,5572.25,20700,Bill Pay,Existing User
2025-08-13,Ramadan Campaign,Email,Rajshahi,54389,1436,268,188,487532.35,1161.05,13998,Merchant Payment,Merchant
2025-08-13,QR Payment Campaign,Push Notification,Dhaka,164369,10701,3469,2531,6668772.83,9195.01,37671,Send Money,Premium User
2025-08-14,App Signup Bonus,YouTube,Barishal,18852,991,297,221,109155.67,4067.22,9030,Send Money,New User
2025-08-14,Eid Offer,Email,Barishal,41170,1442,406,340,1280999.04,1791.4,12070,Send Money,Merchant
2025-08-14,Eid Offer,Facebook,Mymensingh,44853,2215,473,250,335953.37,4993.32,20156,Send Money,Merchant
2025-08-15,QR Payment Campaign,Email,Mymensingh,45058,1647,404,352,494322.98,1109.38,5021,Mobile Recharge,Existing User
2025-08-15,Ramadan Campaign,Email,Rangpur,50938,2235,342,301,599400.08,855.15,12689,QR Payment,Merchant
2025-08-15,Ramadan Campaign,Google Ads,Rangpur,63408,3535,777,694,499498.04,8586.83,19369,Merchant Payment,Student
2025-08-15,Eid Offer,Email,Dhaka,40672,203,57,41,41549.58,1269.75,37903,Bill Pay,Existing User
2025-08-15,Eid Offer,Email,Rajshahi,37720,2571,263,164,65319.46,926.31,17297,QR Payment,New User
2025-08-15,Ramadan Campaign,Google Ads,Sylhet,21175,1283,334,140,211984.41,2517.4,11290,Merchant Payment,Existing User
2025-08-16,Student Recharge Promo,Facebook,Mymensingh,10282,255,62,29,6903.96,2119.03,15453,Mobile Recharge,New User
2025-08-16,QR Payment Campaign,Push Notification,Khulna,41277,4071,1579,621,737350.89,2068.71,20373,Merchant Payment,New User
2025-08-16,Ramadan Campaign,Push Notification,Barishal,24155,2320,539,276,182426.89,865.34,22785,Bill Pay,Existing User
2025-08-17,Eid Offer,Push Notification,Mymensingh,18653,1847,562,407,540524.49,1122.85,8387,QR Payment,Premium User
2025-08-17,Cashback Offer,SMS,Rajshahi,40456,2971,748,512,1024063.64,4656.09,30162,Send Money,Existing User
2025-08-17,Bill Pay Campaign,Facebook,Rajshahi,50326,1921,269,125,277982.86,9275.48,9651,Mobile Recharge,Premium User
2025-08-17,Merchant Payment Promo,Push Notification,Rajshahi,83115,5821,1859,1550,5617941.48,3101.06,18623,Bill Pay,Premium User
2025-08-17,Eid Offer,Email,Khulna,27609,1135,194,89,51489.13,1207.59,24124,Send Money,Student
2025-08-17,QR Payment Campaign,YouTube,Rangpur,40668,1729,266,153,481028.74,5274.19,20687,Bill Pay,Premium User
2025-08-18,QR Payment Campaign,Facebook,Dhaka,118322,5400,1051,590,373237.62,13822.79,12825,Bill Pay,New User
2025-08-18,Bill Pay Campaign,SMS,Khulna,43185,2822,455,287,751669.87,5269.97,30424,QR Payment,Merchant
2025-08-18,Merchant Payment Promo,YouTube,Chattogram,63626,3843,510,428,550285.46,20341.87,47393,Merchant Payment,Merchant
2025-08-18,QR Payment Campaign,Email,Chattogram,62963,1563,135,74,51728.75,3061.19,49300,Merchant Payment,New User
2025-08-19,Eid Offer,Facebook,Rajshahi,52544,1734,252,114,161430.39,9002.75,13879,Bill Pay,New User
2025-08-19,Ramadan Campaign,Push Notification,Rangpur,34267,2413,837,357,235118.48,983.68,10839,Send Money,Student
2025-08-19,QR Payment Campaign,SMS,Chattogram,87668,4767,1096,873,672947.92,6471.08,15815,Merchant Payment,Student
2025-08-19,Merchant Payment Promo,Facebook,Barishal,12663,510,111,94,169111.41,2332.94,20363,QR Payment,Existing User
2025-08-20,Ramadan Campaign,Push Notification,Mymensingh,33623,3232,688,674,1147472.38,1983.4,5640,Merchant Payment,Existing User
2025-08-20,Eid Offer,YouTube,Chattogram,19881,1068,128,119,125905.39,4978.02,48904,Mobile Recharge,Existing User
2025-08-20,Bill Pay Campaign,Email,Barishal,26134,799,195,189,546863.66,653.79,19318,Mobile Recharge,Premium User
2025-08-20,Bill Pay Campaign,Google Ads,Rangpur,20112,461,120,51,23772.22,3126.66,9392,Send Money,Student
2025-08-20,Bill Pay Campaign,Email,Rajshahi,26346,1020,115,56,19975.9,1138.23,2260,Mobile Recharge,Student
2025-08-20,Cashback Offer,Email,Dhaka,153700,7418,1332,1077,3022238.76,4895.48,34061,Bill Pay,Premium User
2025-08-21,Student Recharge Promo,Google Ads,Rangpur,63402,1501,137,72,43439.72,4699.65,21833,Bill Pay,Existing User
2025-08-21,QR Payment Campaign,Facebook,Rangpur,5281,291,59,34,105355.78,785.12,16953,Bill Pay,Premium User
2025-08-21,Eid Offer,Google Ads,Sylhet,68275,4088,577,283,489323.65,10967.44,16075,Merchant Payment,Merchant
2025-08-21,Cashback Offer,Push Notification,Khulna,62144,7556,3449,2378,2650331.85,1502.03,19855,Merchant Payment,New User
2025-08-21,Ramadan Campaign,SMS,Mymensingh,60761,4595,919,876,1693728.09,3612.41,25142,Bill Pay,Existing User
2025-08-22,QR Payment Campaign,YouTube,Rajshahi,45177,1826,264,201,171221.84,4829.45,26155,Mobile Recharge,Student
2025-08-22,Cashback Offer,SMS,Rajshahi,58796,3971,900,408,1223617.33,2838.77,29071,Bill Pay,Merchant
2025-08-22,QR Payment Campaign,Email,Sylhet,61492,1374,243,109,78219.5,2269.46,16715,QR Payment,Student
2025-08-22,Eid Offer,YouTube,Chattogram,79058,2499,517,500,842340.81,15028.86,41541,Mobile Recharge,Existing User
2025-08-22,Student Recharge Promo,SMS,Rangpur,64042,4467,1192,511,778331.73,4533.19,4538,Send Money,Premium User
2025-08-23,Cashback Offer,Facebook,Mymensingh,15646,975,182,71,52899.22,1011.37,15378,Mobile Recharge,Student
2025-08-23,Eid Offer,Facebook,Rangpur,24631,1315,320,228,491372.31,4475.58,3279,Mobile Recharge,Existing User
2025-08-23,Student Recharge Promo,Facebook,Sylhet,15373,710,254,193,149622.43,2232.87,15119,Bill Pay,New User
2025-08-23,Merchant Payment Promo,Facebook,Chattogram,83822,3045,339,310,553689.9,10521.83,49813,Send Money,Premium User
2025-08-23,App Signup Bonus,Facebook,Khulna,43897,3724,1066,806,1881611.44,6162.22,15507,Mobile Recharge,Premium User
2025-08-24,Bill Pay Campaign,YouTube,Barishal,52700,2993,337,255,110284.53,15111.59,3065,Merchant Payment,Existing User
2025-08-24,Cashback Offer,Push Notification,Rangpur,50071,3952,1185,605,478941.96,855.75,23343,Merchant Payment,New User
2025-08-24,Cashback Offer,Push Notification,Rajshahi,15423,1440,354,135,97516.28,810.45,16104,Merchant Payment,Student
2025-08-24,Bill Pay Campaign,SMS,Dhaka,59699,4178,1212,1126,1732058.67,2324.43,47832,QR Payment,Merchant
2025-08-26,Student Recharge Promo,YouTube,Barishal,34779,922,154,85,141167.04,5440.45,21571,Merchant Payment,Merchant
2025-08-26,QR Payment Campaign,SMS,Mymensingh,13949,1232,381,351,1009777.88,1740.9,26099,Send Money,Merchant
2025-08-26,App Signup Bonus,Facebook,Rangpur,16391,782,190,163,159468.59,2303.37,17949,Bill Pay,Existing User
2025-08-26,Bill Pay Campaign,YouTube,Chattogram,104772,2323,454,313,94575.04,24269.45,9390,QR Payment,Student
2025-08-26,QR Payment Campaign,Facebook,Dhaka,69849,3899,1059,644,1471734.17,4774.07,15918,QR Payment,Premium User
2025-08-27,Merchant Payment Promo,Email,Chattogram,139327,6045,931,771,809423.13,2178.71,34385,Mobile Recharge,Existing User
2025-08-28,Merchant Payment Promo,Google Ads,Rajshahi,38383,1456,304,127,76450.01,8412.59,16542,QR Payment,Student
2025-08-28,QR Payment Campaign,Google Ads,Mymensingh,29781,1425,177,92,124611.41,6283.01,9033,Bill Pay,New User
2025-08-28,Eid Offer,Push Notification,Mymensingh,40538,2176,534,310,320112.02,1816.86,16813,Mobile Recharge,Student
2025-08-28,Student Recharge Promo,SMS,Dhaka,154463,8182,2036,1684,568198.53,14439.88,46092,Bill Pay,Existing User
2025-08-28,Ramadan Campaign,Facebook,Chattogram,80490,3615,614,409,385895.97,13490.82,35842,Merchant Payment,Premium User
2025-08-28,Cashback Offer,Email,Mymensingh,12548,565,97,74,226152.71,488.43,5944,Merchant Payment,Premium User
2025-08-28,Bill Pay Campaign,Facebook,Barishal,10317,657,232,140,88427.91,1903.41,22891,Mobile Recharge,New User
2025-08-29,Student Recharge Promo,Google Ads,Sylhet,36401,1851,294,213,165125.24,3884.1,8324,Mobile Recharge,New User
2025-08-29,Student Recharge Promo,Facebook,Chattogram,68684,3705,339,201,142084.51,5297.38,5640,Send Money,Existing User
2025-08-29,Eid Offer,Facebook,Mymensingh,60625,4864,1131,1108,3951183.86,5511.45,17955,QR Payment,Merchant
2025-08-29,Bill Pay Campaign,Google Ads,Rajshahi,80581,2354,460,396,425083.13,15327.89,3573,Bill Pay,Premium User
2025-08-29,Ramadan Campaign,Push Notification,Dhaka,121806,11351,3348,2118,2967727.63,3506.37,50479,QR Payment,Existing User
2025-08-30,App Signup Bonus,Email,Chattogram,61211,2423,327,292,106250.83,3273.64,45221,QR Payment,Student
2025-08-30,QR Payment Campaign,Facebook,Chattogram,62235,4461,954,934,2482886.89,10535.15,7199,Merchant Payment,Merchant
2025-08-30,QR Payment Campaign,SMS,Rangpur,29485,1762,638,508,571970.02,2191.72,2244,Merchant Payment,New User
2025-08-30,Cashback Offer,Push Notification,Rajshahi,81517,6318,2110,1141,1300455.27,2884.98,30317,Bill Pay,Existing User
2025-08-30,Bill Pay Campaign,Email,Rajshahi,50395,2106,500,248,932875.28,1300.09,13432,Send Money,Merchant
2025-08-30,Student Recharge Promo,Google Ads,Mymensingh,63001,3969,813,467,204605.79,7434.01,10244,Merchant Payment,New User
2025-08-31,Bill Pay Campaign,Email,Rajshahi,61594,1654,202,197,311437.48,2447.84,1737,Mobile Recharge,Existing User
2025-08-31,Cashback Offer,Facebook,Rangpur,12775,894,243,223,331805.59,1277.96,7113,Send Money,Premium User
2025-08-31,Ramadan Campaign,Google Ads,Rangpur,44823,1776,505,442,203281.44,7847.92,18291,Bill Pay,New User
2025-08-31,App Signup Bonus,Facebook,Rajshahi,32147,1827,482,241,69465.1,6286.4,27705,Mobile Recharge,New User
2025-08-31,Cashback Offer,Push Notification,Rajshahi,12000,540,121,97,65515.69,283.86,9725,Send Money,Student
2025-08-31,Merchant Payment Promo,Facebook,Barishal,19488,1406,493,195,274947.62,1429.39,21179,QR Payment,New User
2025-08-31,Eid Offer,Email,Barishal,42645,839,212,91,76339.14,2189.15,12667,Merchant Payment,New User
2025-08-31,Cashback Offer,SMS,Sylhet,39946,4107,1121,547,214057.12,3136.75,27249,Merchant Payment,Student
2025-08-31,QR Payment Campaign,Push Notification,Rajshahi,30177,2440,934,414,1627294.3,837.66,16731,QR Payment,Merchant
2025-08-31,Merchant Payment Promo,Email,Mymensingh,26967,872,100,70,117065.56,604.95,7958,Bill Pay,Merchant
2025-09-01,Cashback Offer,SMS,Barishal,51312,5044,1030,716,718123.21,2903.88,11278,Mobile Recharge,New User
2025-09-01,Ramadan Campaign,Facebook,Rangpur,70066,4580,601,415,202455.07,12378.18,9396,QR Payment,New User
2025-09-01,Cashback Offer,Email,Chattogram,38686,1380,252,218,239004.79,1198.32,41715,Mobile Recharge,New User
2025-09-01,Bill Pay Campaign,Google Ads,Mymensingh,23277,769,212,151,75171.64,2668.63,21689,Mobile Recharge,Student
2025-09-01,Student Recharge Promo,SMS,Khulna,58169,3716,1318,1041,544546.55,6304.07,9819,QR Payment,New User
2025-09-02,Bill Pay Campaign,SMS,Dhaka,34904,2087,481,466,735649.58,3664.1,54359,Merchant Payment,Premium User
2025-09-02,Bill Pay Campaign,SMS,Sylhet,46510,2129,734,619,1145372.03,3592.33,26095,QR Payment,Premium User
2025-09-02,Merchant Payment Promo,Email,Sylhet,80325,3139,647,307,625924.23,3623.91,3013,Mobile Recharge,Existing User
2025-09-02,Cashback Offer,SMS,Barishal,50717,4148,856,430,420622.89,5475.39,20481,Merchant Payment,Existing User
2025-09-02,Eid Offer,SMS,Rajshahi,39674,3054,960,813,1315414.45,4004.32,16315,Merchant Payment,New User
2025-09-03,QR Payment Campaign,Push Notification,Chattogram,21711,1776,444,426,606850.14,528.61,14001,Bill Pay,Existing User
2025-09-03,Eid Offer,Email,Khulna,77029,385,105,99,437896.7,1946.01,18045,Send Money,Merchant
2025-09-03,App Signup Bonus,SMS,Khulna,32903,3622,1702,1044,434764.87,2915.73,13141,Merchant Payment,New User
2025-09-03,Merchant Payment Promo,YouTube,Chattogram,94393,3244,165,139,200332.82,17819.57,30505,Bill Pay,New User
2025-09-03,Cashback Offer,Facebook,Rajshahi,21105,963,279,214,358271.44,2822.6,25553,Merchant Payment,Existing User
2025-09-03,Cashback Offer,YouTube,Dhaka,137787,3942,731,474,565186.64,27781.73,39352,Merchant Payment,New User
2025-09-04,Merchant Payment Promo,SMS,Chattogram,58166,3586,1001,645,587157.83,3279.78,29039,Merchant Payment,Student
2025-09-04,Student Recharge Promo,Google Ads,Dhaka,95604,4016,789,696,402566.08,12749.97,58770,QR Payment,Existing User
2025-09-05,Student Recharge Promo,Facebook,Rangpur,9307,402,115,83,44830.96,1372.01,11909,Send Money,Student
2025-09-05,Ramadan Campaign,Push Notification,Barishal,68235,5767,1875,1427,4757588.57,2662.59,9093,QR Payment,Merchant
2025-09-05,Bill Pay Campaign,SMS,Rangpur,19931,893,165,94,137534.34,1324.81,11887,QR Payment,Existing User
2025-09-05,Bill Pay Campaign,YouTube,Sylhet,27191,579,17,7,2111.77,4192.12,9288,Bill Pay,New User
2025-09-06,Bill Pay Campaign,Email,Dhaka,48381,2318,132,112,219342.48,1947.68,23109,Send Money,Merchant
2025-09-06,Student Recharge Promo,Push Notification,Sylhet,84023,5974,2683,1325,1917790.71,4474.86,30522,Merchant Payment,Premium User
2025-09-07,App Signup Bonus,SMS,Rangpur,38507,2364,460,202,88224.74,1677.4,2225,Send Money,Student
2025-09-07,Ramadan Campaign,SMS,Dhaka,40464,3269,611,425,277230.79,2554.29,47226,Send Money,Student
2025-09-07,Ramadan Campaign,SMS,Barishal,33149,3090,543,370,173224.04,1202.14,20925,QR Payment,New User
2025-09-07,QR Payment Campaign,SMS,Sylhet,51780,2676,263,201,149215.07,4213.92,19749,QR Payment,New User
2025-09-07,QR Payment Campaign,Email,Dhaka,107209,7665,1013,682,1339667.58,4584.58,35539,QR Payment,Premium User
2025-09-07,Eid Offer,Google Ads,Dhaka,142128,11716,1700,1424,2847882.99,27769.88,44984,Merchant Payment,Existing User
2025-09-07,Bill Pay Campaign,Google Ads,Dhaka,34097,995,162,158,237231.69,7805.67,4318,Bill Pay,Existing User
2025-09-07,QR Payment Campaign,Google Ads,Rangpur,12654,579,131,70,55281.35,1666.41,11291,QR Payment,Existing User
2025-09-08,Bill Pay Campaign,Facebook,Dhaka,17073,795,152,110,158554.87,2442.39,16376,Bill Pay,Existing User
2025-09-08,QR Payment Campaign,Facebook,Khulna,69203,4905,1008,540,438518.33,8283.06,13564,QR Payment,Student
2025-09-08,Student Recharge Promo,YouTube,Sylhet,77284,2814,106,60,135765.23,8628.61,23752,Mobile Recharge,Merchant
2025-09-08,QR Payment Campaign,YouTube,Rajshahi,36204,2252,215,82,95411.29,5234.02,19813,Bill Pay,New User
2025-09-08,Cashback Offer,Google Ads,Sylhet,48292,2721,288,260,385340.96,4610.01,13518,Bill Pay,Existing User
2025-09-08,Student Recharge Promo,Facebook,Barishal,42899,2049,374,273,554407.86,8976.19,13043,Send Money,Premium User
2025-09-09,Eid Offer,Facebook,Barishal,20738,1273,210,155,327122.35,4087.67,16064,Merchant Payment,Premium User
2025-09-09,Eid Offer,SMS,Khulna,7412,566,142,77,114096.03,753.85,22996,Send Money,New User
2025-09-09,QR Payment Campaign,Facebook,Barishal,49434,2751,184,75,50257.46,3280.95,21439,Merchant Payment,Student
2025-09-10,Cashback Offer,Push Notification,Khulna,22273,2119,613,290,268888.48,496.8,20122,Mobile Recharge,Student
2025-09-10,Eid Offer,Facebook,Sylhet,59937,3109,623,382,824470.47,9445.93,31468,QR Payment,Existing User
2025-09-11,Cashback Offer,Google Ads,Barishal,13170,299,70,40,42766.25,1300.64,22377,Mobile Recharge,New User
2025-09-11,Student Recharge Promo,SMS,Rangpur,21108,1568,571,370,749982.43,1804.62,19287,Send Money,Premium User
2025-09-11,Ramadan Campaign,YouTube,Rangpur,21901,1060,298,237,283184.55,2053.74,9699,Bill Pay,New User
2025-09-12,App Signup Bonus,SMS,Mymensingh,53038,4622,1470,1351,2337598.07,1795.67,26264,Merchant Payment,Merchant
2025-09-12,App Signup Bonus,YouTube,Barishal,35296,1629,195,168,30076.29,9564.61,9839,Mobile Recharge,Student
2025-09-12,Merchant Payment Promo,Push Notification,Dhaka,119235,11589,3231,2270,1368439.53,4093.56,60117,Send Money,Student
2025-09-12,App Signup Bonus,YouTube,Khulna,47582,1415,76,41,25774.05,7249.49,24737,Mobile Recharge,New User
2025-09-12,QR Payment Campaign,Facebook,Barishal,14408,867,129,75,39194.78,2543.23,16433,Bill Pay,Student
2025-09-13,App Signup Bonus,Google Ads,Rajshahi,27288,1189,313,155,444725.96,5576.36,30138,Merchant Payment,Merchant
2025-09-13,Eid Offer,Push Notification,Dhaka,37040,3428,950,643,2940938.87,2013.68,3849,Send Money,Merchant
2025-09-13,Merchant Payment Promo,Google Ads,Barishal,17525,568,115,97,401128.78,2394.22,24007,Merchant Payment,Merchant
2025-09-13,Student Recharge Promo,Google Ads,Khulna,67990,1417,253,160,134500.58,13277.98,13802,Send Money,Existing User
2025-09-13,Eid Offer,SMS,Dhaka,116468,9026,1693,1372,6877169.78,11206.34,5681,Mobile Recharge,Merchant
2025-09-14,Student Recharge Promo,Email,Dhaka,127087,1232,235,84,56954.64,3544.81,39924,Merchant Payment,New User
2025-09-14,Bill Pay Campaign,Google Ads,Barishal,35909,2316,637,510,448423.09,7344.66,6927,QR Payment,Student
2025-09-14,Cashback Offer,YouTube,Rajshahi,66707,2688,266,135,118264.26,17737.3,15692,Bill Pay,New User
2025-09-14,Bill Pay Campaign,Email,Khulna,28710,1232,94,43,61786.14,710.52,25327,Send Money,Existing User
2025-09-15,QR Payment Campaign,Google Ads,Rangpur,36616,479,106,47,21672.68,6421.16,17319,Mobile Recharge,Student
2025-09-15,App Signup Bonus,Facebook,Chattogram,81061,4434,832,796,298368.39,12890.5,9351,QR Payment,Existing User
2025-09-15,Merchant Payment Promo,Google Ads,Dhaka,41216,1005,133,106,80009.82,4690.31,20628,Bill Pay,New User
2025-09-16,Student Recharge Promo,SMS,Dhaka,61820,3853,1229,1092,339052.16,4528.53,55533,Mobile Recharge,New User
2025-09-16,Merchant Payment Promo,Facebook,Dhaka,69971,4967,1433,680,2556434.21,14212.32,61389,Merchant Payment,Premium User
2025-09-16,Merchant Payment Promo,Google Ads,Rajshahi,67030,1351,231,122,205760.07,8693.6,7099,Mobile Recharge,Merchant
2025-09-16,Eid Offer,Email,Mymensingh,41207,1469,121,118,390635.31,1889.05,5559,QR Payment,Merchant
2025-09-16,Merchant Payment Promo,Email,Rangpur,8273,204,33,23,52779.05,316.03,24874,Bill Pay,Merchant
2025-09-16,Bill Pay Campaign,Facebook,Sylhet,79936,4382,827,670,627225.97,16299.37,23624,Bill Pay,Existing User
2025-09-16,Cashback Offer,YouTube,Mymensingh,20385,433,105,43,42083.08,5550.94,5144,Bill Pay,New User
2025-09-17,Cashback Offer,Push Notification,Mymensingh,37973,4398,1571,847,981292.95,1725.31,18392,Mobile Recharge,New User
2025-09-18,Cashback Offer,Facebook,Dhaka,117775,7752,1410,1313,2277186.68,19983.05,54497,Send Money,Existing User
2025-09-18,QR Payment Campaign,Facebook,Khulna,60166,3627,858,599,791021.1,3430.48,7066,Bill Pay,New User
2025-09-18,Merchant Payment Promo,SMS,Sylhet,22107,2071,457,259,270249.61,1076.01,16897,QR Payment,Student
2025-09-19,Ramadan Campaign,Email,Mymensingh,15375,858,66,39,99712.41,667.68,20799,Merchant Payment,Merchant
2025-09-20,Ramadan Campaign,Email,Khulna,69508,2606,559,434,372990.55,3462.14,2692,Mobile Recharge,Student
2025-09-20,App Signup Bonus,YouTube,Rajshahi,42492,542,100,52,51343.55,9871.46,7728,Mobile Recharge,Existing User
2025-09-21,Student Recharge Promo,Push Notification,Rangpur,49050,3142,1133,882,182459.9,2013.16,18541,Send Money,Student
2025-09-21,QR Payment Campaign,YouTube,Rajshahi,7620,533,22,16,16955.35,1049.69,29658,Bill Pay,New User
2025-09-22,QR Payment Campaign,SMS,Barishal,44904,3802,784,373,240425.21,2606.07,7732,Mobile Recharge,Student
2025-09-22,App Signup Bonus,Facebook,Rangpur,60813,3175,670,488,347412.46,9500.59,12436,Mobile Recharge,New User
2025-09-22,Cashback Offer,YouTube,Rangpur,9108,384,44,21,7971.72,836.26,10665,Send Money,Student
2025-09-23,Student Recharge Promo,Google Ads,Sylhet,39304,2580,449,268,626529.84,6889.94,20847,QR Payment,Merchant
2025-09-23,Student Recharge Promo,Facebook,Khulna,27196,1762,230,121,110043.5,4733.3,26484,Send Money,Premium User
2025-09-23,Bill Pay Campaign,Email,Mymensingh,70980,2435,300,132,72285.7,3393.74,2530,Mobile Recharge,New User
2025-09-24,Eid Offer,Push Notification,Sylhet,57734,6321,2607,2212,4549388.46,3595.99,15040,Mobile Recharge,Merchant
2025-09-24,Merchant Payment Promo,Push Notification,Mymensingh,58718,5563,1908,1074,1420666.22,3595.45,10913,Merchant Payment,New User
2025-09-24,Eid Offer,Push Notification,Barishal,61551,4403,1258,891,4281416.24,1860.8,12767,Mobile Recharge,Merchant
2025-09-24,Merchant Payment Promo,Google Ads,Rajshahi,9344,399,85,35,30323.75,2490.14,14936,Mobile Recharge,New User
2025-09-24,QR Payment Campaign,YouTube,Dhaka,81792,4615,576,564,1496183.23,8532.9,18316,Send Money,Merchant
2025-09-24,Merchant Payment Promo,Push Notification,Khulna,42380,4564,1131,994,2277023.27,2452.96,20824,Send Money,Merchant
2025-09-25,App Signup Bonus,SMS,Rangpur,8345,721,144,99,69285.55,333.06,6327,Merchant Payment,Merchant
2025-09-25,Bill Pay Campaign,Facebook,Barishal,28254,1803,371,323,1160675.79,2922.5,13844,Bill Pay,Merchant
2025-09-25,Bill Pay Campaign,YouTube,Rajshahi,42873,808,187,116,94217.41,8938.9,24435,Bill Pay,New User
2025-09-25,App Signup Bonus,Email,Mymensingh,59290,1710,264,123,168947.18,1569.29,5872,Bill Pay,Premium User
2025-09-25,QR Payment Campaign,Email,Chattogram,51924,2115,556,424,529520.53,940.87,9523,Merchant Payment,New User
2025-09-26,App Signup Bonus,YouTube,Rajshahi,54078,2986,384,247,665243.02,11446.59,5765,Send Money,Merchant
2025-09-26,Ramadan Campaign,Google Ads,Rangpur,29329,1455,277,196,182597.8,2447.17,23752,Send Money,Student
2025-09-26,Eid Offer,SMS,Dhaka,74071,4998,1700,749,406637.34,5640.94,23007,Send Money,New User
2025-09-27,Merchant Payment Promo,YouTube,Chattogram,76030,4339,845,735,220590.53,20628.78,30402,Mobile Recharge,Student
2025-09-27,Ramadan Campaign,Facebook,Barishal,8089,633,100,98,125084.84,1274.05,17397,QR Payment,Existing User
2025-09-27,Bill Pay Campaign,YouTube,Khulna,35827,1051,177,167,507990.73,11532.32,4104,Merchant Payment,Premium User
2025-09-27,App Signup Bonus,Google Ads,Chattogram,16666,336,34,27,27232.22,1324.02,2509,Merchant Payment,Existing User
2025-09-28,Cashback Offer,SMS,Barishal,52933,3368,806,610,344789.19,4605.48,1472,Mobile Recharge,Existing User
2025-09-28,Cashback Offer,Email,Mymensingh,45563,1974,461,430,1308982.59,2418.84,13064,QR Payment,Premium User
2025-09-28,App Signup Bonus,Push Notification,Dhaka,130021,12782,3817,1933,336523.74,5668.32,10098,QR Payment,Student
2025-09-29,Eid Offer,Push Notification,Barishal,11126,1103,404,369,1587540.23,545.35,10683,Merchant Payment,Merchant
2025-09-29,Merchant Payment Promo,Email,Rajshahi,25102,501,67,60,89079.78,781.53,21616,Bill Pay,Existing User
2025-09-29,App Signup Bonus,Google Ads,Rajshahi,33363,1343,101,65,82844.66,7603.29,23186,QR Payment,Existing User
2025-09-29,Cashback Offer,YouTube,Khulna,10131,80,12,6,14619.08,2479.97,27381,Merchant Payment,Merchant
2025-09-29,Ramadan Campaign,SMS,Barishal,66536,5964,1641,1067,1103629.9,3563.66,15177,Bill Pay,Existing User
2025-09-30,Merchant Payment Promo,SMS,Rajshahi,47851,3823,1375,1141,1606592.5,2427.86,18065,Mobile Recharge,Premium User
2025-09-30,Bill Pay Campaign,YouTube,Rangpur,8034,280,39,29,31095.43,2111.07,19046,Mobile Recharge,Merchant
2025-09-30,Student Recharge Promo,YouTube,Rajshahi,60129,2353,258,129,197316.15,17212.63,8589,Bill Pay,Premium User
2025-09-30,QR Payment Campaign,Google Ads,Mymensingh,17499,991,229,189,414576.22,2525.5,9896,Merchant Payment,Merchant
2025-09-30,App Signup Bonus,Push Notification,Dhaka,118427,11838,3434,3144,2022112.19,2273.13,39848,Send Money,Existing User
2025-10-01,Cashback Offer,Push Notification,Mymensingh,70196,3758,1400,1215,1080881.2,4166.51,16901,Mobile Recharge,Premium User
2025-10-01,QR Payment Campaign,YouTube,Dhaka,22536,802,137,115,124136.48,2471.57,48066,Mobile Recharge,Premium User
2025-10-01,QR Payment Campaign,Facebook,Dhaka,36983,1529,296,263,292699.68,7237.14,23807,Send Money,Premium User
2025-10-01,Bill Pay Campaign,Email,Chattogram,99358,3919,808,584,1663006.23,2602.7,13354,Merchant Payment,Merchant
2025-10-01,Merchant Payment Promo,Email,Chattogram,55189,2450,538,324,279031.51,2769.6,48891,Bill Pay,New User
2025-10-02,Bill Pay Campaign,SMS,Barishal,12721,1052,204,165,202675.18,1106.37,16800,Mobile Recharge,Existing User
